,country,continent,year,lifeExp,pop,gdpPercap
925,Bolivia玻利維亞,Americas,1962,43.43,3593918,2181
927,Bolivia玻利維亞,Americas,1964,44.07,3772617,2343
929,Bolivia玻利維亞,Americas,1966,44.71,3951316,2506
931,Bolivia玻利維亞,Americas,1968,45.37,4145706,2666
933,Bolivia玻利維亞,Americas,1970,46.04,4355789,2823
935,Bolivia玻利維亞,Americas,1972,46.71,4565872,2980
937,Bolivia玻利維亞,Americas,1974,48.04,4771410,3207
939,Bolivia玻利維亞,Americas,1976,49.36,4976947,3435
941,Bolivia玻利維亞,Americas,1978,50.79,5192218,3470
943,Bolivia玻利維亞,Americas,1980,52.32,5417221,3313
945,Bolivia玻利維亞,Americas,1982,53.86,5642224,3157
947,Bolivia玻利維亞,Americas,1984,55.22,5847882,2995
949,Bolivia玻利維亞,Americas,1986,56.57,6053540,2834
951,Bolivia玻利維亞,Americas,1988,57.79,6303785,2795
953,Bolivia玻利維亞,Americas,1990,58.87,6598618,2878
955,Bolivia玻利維亞,Americas,1992,59.96,6893451,2962
957,Bolivia玻利維亞,Americas,1994,60.79,7213346,3107
959,Bolivia玻利維亞,Americas,1996,61.63,7533241,3253
961,Bolivia玻利維亞,Americas,1998,62.42,7843577,3344
963,Bolivia玻利維亞,Americas,2000,63.15,8144356,3378
965,Bolivia玻利維亞,Americas,2002,63.88,8445134,3413
967,Bolivia玻利維亞,Americas,2004,64.55,8714741,3577
969,Bolivia玻利維亞,Americas,2006,65.22,8984348,3740
971,Bolivia玻利維亞,Americas,2008,66.94,9428965,3719
973,Bolivia玻利維亞,Americas,2010,68.01,10048590,3512
975,Bolivia玻利維亞,Americas,2012,69.01,10377046,3305
977,Bolivia玻利維亞,Americas,2014,69.89,10705502,3097
979,Bolivia玻利維亞,Americas,2016,70.63,11030388,2890
981,Bolivia玻利維亞,Americas,2018,71.24,11351705,2683
983,Bolivia玻利維亞,Americas,2020,71.83,11673021,2410
985,Bolivia玻利維亞,Americas,2022,72.42,11986493,2550
987,Bolivia玻利維亞,Americas,2024,73.0,12299965,2650
989,Bolivia玻利維亞,Americas,2026,73.59,12613438,2750
991,Bolivia玻利維亞,Americas,2028,74.18,12926910,2850
993,Bolivia玻利維亞,Americas,2030,74.77,13240382,2950
995,Bolivia玻利維亞,Americas,2032,75.36,13553854,3050
996,Bosnia and Herzegovina波士尼亞與赫塞哥維納,Europe,1950,51.97,2499735,821
998,Bosnia and Herzegovina波士尼亞與赫塞哥維納,Europe,1952,53.82,2791000,974
1000,Bosnia and Herzegovina波士尼亞與赫塞哥維納,Europe,1954,55.67,2993633,1126
1002,Bosnia and Herzegovina波士尼亞與赫塞哥維納,Europe,1956,57.52,3107633,1278
1004,Bosnia and Herzegovina波士尼亞與赫塞哥維納,Europe,1958,59.15,3130600,1425
1006,Bosnia and Herzegovina波士尼亞與赫塞哥維納,Europe,1960,60.54,3239800,1567
1008,Bosnia and Herzegovina波士尼亞與赫塞哥維納,Europe,1962,61.93,3349000,1710
1010,Bosnia and Herzegovina波士尼亞與赫塞哥維納,Europe,1964,63.07,3443400,1895
1012,Bosnia and Herzegovina波士尼亞與赫塞哥維納,Europe,1966,64.22,3537800,2080
1014,Bosnia and Herzegovina波士尼亞與赫塞哥維納,Europe,1968,65.32,3631800,2310
1016,Bosnia and Herzegovina波士尼亞與赫塞哥維納,Europe,1970,66.39,3725400,2585
1018,Bosnia and Herzegovina波士尼亞與赫塞哥維納,Europe,1972,67.45,3819000,2860
1020,Bosnia and Herzegovina波士尼亞與赫塞哥維納,Europe,1974,68.41,3925800,3127
1022,Bosnia and Herzegovina波士尼亞與赫塞哥維納,Europe,1976,69.38,4032600,3395
1024,Bosnia and Herzegovina波士尼亞與赫塞哥維納,Europe,1978,70.03,4103339,3648
1026,Bosnia and Herzegovina波士尼亞與赫塞哥維納,Europe,1980,70.36,4138016,3887
1028,Bosnia and Herzegovina波士尼亞與赫塞哥維納,Europe,1982,70.69,4172693,4127
1030,Bosnia and Herzegovina波士尼亞與赫塞哥維納,Europe,1984,70.87,4239207,4202
1032,Bosnia and Herzegovina波士尼亞與赫塞哥維納,Europe,1986,71.05,4305720,4277
1034,Bosnia and Herzegovina波士尼亞與赫塞哥維納,Europe,1988,71.35,4322384,3961
1036,Bosnia and Herzegovina波士尼亞與赫塞哥維納,Europe,1990,71.76,4289199,3254
1038,Bosnia and Herzegovina波士尼亞與赫塞哥維納,Europe,1992,72.18,4256013,2547
1040,Bosnia and Herzegovina波士尼亞與赫塞哥維納,Europe,1994,72.6,3996408,3435
1042,Bosnia and Herzegovina波士尼亞與赫塞哥維納,Europe,1996,73.03,3736803,4322
1044,Bosnia and Herzegovina波士尼亞與赫塞哥維納,Europe,1998,73.41,3718683,5017
1046,Bosnia and Herzegovina波士尼亞與赫塞哥維納,Europe,2000,73.75,3942050,5518
1048,Bosnia and Herzegovina波士尼亞與赫塞哥維納,Europe,2002,74.09,4165416,6019
1050,Bosnia and Herzegovina波士尼亞與赫塞哥維納,Europe,2004,74.39,4320129,6590
1052,Bosnia and Herzegovina波士尼亞與赫塞哥維納,Europe,2006,74.7,4474842,7161
1054,Bosnia and Herzegovina波士尼亞與赫塞哥維納,Europe,2008,75.67,4269956,7345
1056,Bosnia and Herzegovina波士尼亞與赫塞哥維納,Europe,2010,76.03,3705472,7144
1058,Bosnia and Herzegovina波士尼亞與赫塞哥維納,Europe,2012,76.4,3595028,6942
1060,Bosnia and Herzegovina波士尼亞與赫塞哥維納,Europe,2014,76.72,3484583,6740
1062,Bosnia and Herzegovina波士尼亞與赫塞哥維納,Europe,2016,77.0,3399653,6539
1064,Bosnia and Herzegovina波士尼亞與赫塞哥維納,Europe,2018,77.26,3340236,6337
1066,Bosnia and Herzegovina波士尼亞與赫塞哥維納,Europe,2020,77.53,3280819,5900
1068,Bosnia and Herzegovina波士尼亞與赫塞哥維納,Europe,2022,77.8,3249985,6260
1070,Bosnia and Herzegovina波士尼亞與赫塞哥維納,Europe,2024,78.07,3219151,6420
1072,Bosnia and Herzegovina波士尼亞與赫塞哥維納,Europe,2026,78.33,3188316,6580
1074,Bosnia and Herzegovina波士尼亞與赫塞哥維納,Europe,2028,78.6,3157482,6740
1076,Bosnia and Herzegovina波士尼亞與赫塞哥維納,Europe,2030,78.87,3126648,6900
1078,Bosnia and Herzegovina波士尼亞與赫塞哥維納,Europe,2032,79.14,3095814,7060
1079,Botswana波札那,Africa,1950,46.82,151043,824
1081,Botswana波札那,Africa,1952,47.62,442308,851
1083,Botswana波札那,Africa,1954,48.42,594407,878
1085,Botswana波札那,Africa,1956,49.22,607339,905
1087,Botswana波札那,Africa,1958,50.0,482264,931
1089,Botswana波札那,Africa,1960,50.76,497514,957
1091,Botswana波札那,Africa,1962,51.52,512764,984
1093,Botswana波札那,Africa,1964,52.23,529075,1076
1095,Botswana波札那,Africa,1966,52.94,545386,1168
1097,Botswana波札那,Africa,1968,53.84,566703,1424
1099,Botswana波札那,Africa,1970,54.93,593027,1844
1101,Botswana波札那,Africa,1972,56.02,619351,2264
1103,Botswana波札那,Africa,1974,57.34,684199,2644
1105,Botswana波札那,Africa,1976,58.66,749048,3025
1107,Botswana波札那,Africa,1978,59.75,819247,3482
1109,Botswana波札那,Africa,1980,60.62,894797,4017
1111,Botswana波札那,Africa,1982,61.48,970347,4551
1113,Botswana波札那,Africa,1984,62.34,1042682,5213
1115,Botswana波札那,Africa,1986,63.19,1115017,5875
1117,Botswana波札那,Africa,1988,63.45,1189470,6556
1119,Botswana波札那,Africa,1990,63.1,1266042,7255
1121,Botswana波札那,Africa,1992,62.75,1342614,7954
1123,Botswana波札那,Africa,1994,58.67,1420183,8231
1125,Botswana波札那,Africa,1996,54.59,1497752,8509
1127,Botswana波札那,Africa,1998,51.37,1555298,9118
1129,Botswana波札那,Africa,2000,49.0,1592823,10061
1131,Botswana波札那,Africa,2002,46.63,1630347,11004
1133,Botswana波札那,Africa,2004,48.27,1633861,11630
1135,Botswana波札那,Africa,2006,49.91,1637374,12257
1137,Botswana波札那,Africa,2008,56.68,1755122,12197
1139,Botswana波札那,Africa,2010,60.21,1987105,11451
1141,Botswana波札那,Africa,2012,63.51,2040549,10704
1143,Botswana波札那,Africa,2014,66.27,2093994,9958
1145,Botswana波札那,Africa,2016,68.18,2166898,9212
1147,Botswana波札那,Africa,2018,69.28,2259263,8466
1149,Botswana波札那,Africa,2020,70.2,2351627,7000
1151,Botswana波札那,Africa,2022,71.13,2436170,7500
1153,Botswana波札那,Africa,2024,72.05,2520712,8100
1155,Botswana波札那,Africa,2026,72.98,2605255,8700
1157,Botswana波札那,Africa,2028,73.91,2689797,9300
1159,Botswana波札那,Africa,2030,74.83,2774340,9900
1161,Botswana波札那,Africa,2032,75.76,2858883,10500
1162,Brazil巴西,Americas,1950,49.97,56311295,1958
1164,Brazil巴西,Americas,1952,50.92,56602560,2109
1166,Brazil巴西,Americas,1954,51.86,58537915,2260
1168,Brazil巴西,Americas,1956,52.81,62117359,2412
1170,Brazil巴西,Americas,1958,53.76,67648815,2657
1172,Brazil巴西,Americas,1960,54.71,71844102,2997
1174,Brazil巴西,Americas,1962,55.67,76039390,3337
1176,Brazil巴西,Americas,1964,56.45,80843563,3374
1178,Brazil巴西,Americas,1966,57.24,85647736,3411
1180,Brazil巴西,Americas,1968,58.01,90607870,3741
1182,Brazil巴西,Americas,1970,58.76,95723964,4363
1184,Brazil巴西,Americas,1972,59.5,100840058,4986
1186,Brazil巴西,Americas,1974,60.3,106229615,5655
1188,Brazil巴西,Americas,1976,61.09,111619172,6325
1190,Brazil巴西,Americas,1978,61.86,117243749,6734
1192,Brazil巴西,Americas,1980,62.6,123103344,6883
1194,Brazil巴西,Americas,1982,63.34,128962939,7031
1196,Brazil巴西,Americas,1984,64.08,134552994,7341
1198,Brazil巴西,Americas,1986,64.83,140143049,7652
1200,Brazil巴西,Americas,1988,65.58,145545656,7636
1202,Brazil巴西,Americas,1990,66.32,150760815,7293
1204,Brazil巴西,Americas,1992,67.06,155975974,6950
1206,Brazil巴西,Americas,1994,67.99,161004272,7353
1208,Brazil巴西,Americas,1996,68.92,166032570,7756
1210,Brazil巴西,Americas,1998,69.71,170820218,7993
1212,Brazil巴西,Americas,2000,70.36,175367215,8062
1214,Brazil巴西,Americas,2002,71.01,179914212,8131
1216,Brazil巴西,Americas,2004,71.56,183952786,8505
1218,Brazil巴西,Americas,2006,72.11,187991360,8879
1220,Brazil巴西,Americas,2008,72.97,191911643,9237
1222,Brazil巴西,Americas,2010,73.62,195713635,9580
1224,Brazil巴西,Americas,2012,74.21,199216889,9922
1226,Brazil巴西,Americas,2014,74.75,202720142,10265
1228,Brazil巴西,Americas,2016,75.23,206089299,10608
1230,Brazil巴西,Americas,2018,75.67,209324358,10950
1232,Brazil巴西,Americas,2020,76.1,212559417,10400
1234,Brazil巴西,Americas,2022,76.54,214817958,11200
1236,Brazil巴西,Americas,2024,76.97,217076499,11400
1238,Brazil巴西,Americas,2026,77.4,219335040,11600
1240,Brazil巴西,Americas,2028,77.83,221593581,11800
1242,Brazil巴西,Americas,2030,78.26,223852122,12000
1244,Brazil巴西,Americas,2032,78.7,226110663,12200
1245,Bulgaria保加利亞,Europe,1950,56.8,6983635,2219
1247,Bulgaria保加利亞,Europe,1952,59.6,7274900,2444
1249,Bulgaria保加利亞,Europe,1954,62.4,7495803,2670
1251,Bulgaria保加利亞,Europe,1956,65.21,7646345,2896
1253,Bulgaria保加利亞,Europe,1958,67.19,7723592,3258
1255,Bulgaria保加利亞,Europe,1960,68.35,7868269,3756
1257,Bulgaria保加利亞,Europe,1962,69.51,8012946,4254
1259,Bulgaria保加利亞,Europe,1964,69.87,8131858,4783
1261,Bulgaria保加利亞,Europe,1966,70.24,8250770,5312
1263,Bulgaria保加利亞,Europe,1968,70.52,8363421,5781
1265,Bulgaria保加利亞,Europe,1970,70.71,8469810,6189
1267,Bulgaria保加利亞,Europe,1972,70.9,8576200,6597
1269,Bulgaria保加利亞,Europe,1974,70.86,8664529,7003
1271,Bulgaria保加利亞,Europe,1976,70.83,8752858,7409
1273,Bulgaria保加利亞,Europe,1978,70.86,8816037,7735
1275,Bulgaria保加利亞,Europe,1980,70.97,8854068,7979
1277,Bulgaria保加利亞,Europe,1982,71.08,8892098,8224
1279,Bulgaria保加利亞,Europe,1984,71.18,8924042,8230
1281,Bulgaria保加利亞,Europe,1986,71.29,8955986,8237
1283,Bulgaria保加利亞,Europe,1988,71.31,8909268,7852
1285,Bulgaria保加利亞,Europe,1990,71.25,8783887,7078
1287,Bulgaria保加利亞,Europe,1992,71.19,8658506,6303
1289,Bulgaria保加利亞,Europe,1994,70.84,8421526,6170
1291,Bulgaria保加利亞,Europe,1996,70.49,8184547,6037
1293,Bulgaria保加利亞,Europe,1998,70.68,7985205,6316
1295,Bulgaria保加利亞,Europe,2000,71.41,7823502,7006
1297,Bulgaria保加利亞,Europe,2002,72.14,7661799,7697
1299,Bulgaria保加利亞,Europe,2004,72.49,7526223,8890
1301,Bulgaria保加利亞,Europe,2006,72.83,7390646,10084
1303,Bulgaria保加利亞,Europe,2008,72.96,7356908,10543
1305,Bulgaria保加利亞,Europe,2010,73.51,7425008,10267
1307,Bulgaria保加利亞,Europe,2012,74.31,7334901,9991
1309,Bulgaria保加利亞,Europe,2014,74.47,7244794,9716
1311,Bulgaria保加利亞,Europe,2016,74.81,7149482,9440
1313,Bulgaria保加利亞,Europe,2018,74.96,7048963,9164
1315,Bulgaria保加利亞,Europe,2020,75.26,6948445,8500
1317,Bulgaria保加利亞,Europe,2022,75.56,6842106,9300
1319,Bulgaria保加利亞,Europe,2024,75.86,6735767,10100
1321,Bulgaria保加利亞,Europe,2026,76.15,6629427,10900
1323,Bulgaria保加利亞,Europe,2028,76.45,6523088,11700
1325,Bulgaria保加利亞,Europe,2030,76.75,6416749,12500
1327,Bulgaria保加利亞,Europe,2032,77.05,6310410,13300
1328,Burkina Faso布吉納法索,Africa,1950,30.8,4178714,514
1330,Burkina Faso布吉納法索,Africa,1952,31.98,4469979,543
1332,Burkina Faso布吉納法索,Africa,1954,33.15,4664299,573
1334,Burkina Faso布吉納法索,Africa,1956,34.32,4761674,602
1336,Burkina Faso布吉納法索,Africa,1958,35.49,4754659,638
1338,Burkina Faso布吉納法索,Africa,1960,36.65,4837146,680
1340,Burkina Faso布吉納法索,Africa,1962,37.81,4919632,723
1342,Burkina Faso布吉納法索,Africa,1964,38.97,5002953,751
1344,Burkina Faso布吉納法索,Africa,1966,40.12,5086274,780
1346,Burkina Faso布吉納法索,Africa,1968,41.28,5189125,807
1348,Burkina Faso布吉納法索,Africa,1970,42.43,5311506,831
1350,Burkina Faso布吉納法索,Africa,1972,43.59,5433886,855
1352,Burkina Faso布吉納法索,Africa,1974,44.61,5616161,810
1354,Burkina Faso布吉納法索,Africa,1976,45.63,5798436,766
1356,Burkina Faso布吉納法索,Africa,1978,46.53,6038578,756
1358,Burkina Faso布吉納法索,Africa,1980,47.33,6336587,782
1360,Burkina Faso布吉納法索,Africa,1982,48.12,6634596,807
1362,Burkina Faso布吉納法索,Africa,1984,48.7,7015378,849
1364,Burkina Faso布吉納法索,Africa,1986,49.27,7396160,891
1366,Burkina Faso布吉納法索,Africa,1988,49.7,7844901,916
1368,Burkina Faso布吉納法索,Africa,1990,49.98,8361602,924
1370,Burkina Faso布吉納法索,Africa,1992,50.26,8878303,932
1372,Burkina Faso布吉納法索,Africa,1994,50.29,9468119,938
1374,Burkina Faso布吉納法索,Africa,1996,50.31,10057935,943
1376,Burkina Faso布吉納法索,Africa,1998,50.39,10732516,965
1378,Burkina Faso布吉納法索,Africa,2000,50.52,11491863,1001
1380,Burkina Faso布吉納法索,Africa,2002,50.65,12251209,1038
1382,Burkina Faso布吉納法索,Africa,2004,51.31,13081207,1109
1384,Burkina Faso布吉納法索,Africa,2006,51.97,13911204,1181
1386,Burkina Faso布吉納法索,Africa,2008,55.62,14752541,1184
1388,Burkina Faso布吉納法索,Africa,2010,57.1,15605217,1118
1390,Burkina Faso布吉納法索,Africa,2012,58.37,16607380,1053
1392,Burkina Faso布吉納法索,Africa,2014,59.45,17609543,987
1394,Burkina Faso布吉納法索,Africa,2016,60.35,18669154,921
1396,Burkina Faso布吉納法索,Africa,2018,61.17,19786213,855
1398,Burkina Faso布吉納法索,Africa,2020,61.99,20903273,700
1400,Burkina Faso布吉納法索,Africa,2022,62.8,22203426,765
1402,Burkina Faso布吉納法索,Africa,2024,63.61,23503579,805
1404,Burkina Faso布吉納法索,Africa,2026,64.42,24803733,845
1406,Burkina Faso布吉納法索,Africa,2028,65.23,26103886,885
1408,Burkina Faso布吉納法索,Africa,2030,66.05,27404039,925
1410,Burkina Faso布吉納法索,Africa,2032,66.86,28704192,965
1411,Burundi蒲隆地,Africa,1950,38.43,2154353,323
1413,Burundi蒲隆地,Africa,1952,39.03,2445618,339
1415,Burundi蒲隆地,Africa,1954,39.63,2635631,355
1417,Burundi蒲隆地,Africa,1956,40.23,2724391,372
1419,Burundi蒲隆地,Africa,1958,40.84,2726397,375
1421,Burundi蒲隆地,Africa,1960,41.44,2844156,365
1423,Burundi蒲隆地,Africa,1962,42.05,2961915,355
1425,Burundi蒲隆地,Africa,1964,42.65,3109545,378
1427,Burundi蒲隆地,Africa,1966,43.25,3257174,401
1429,Burundi蒲隆地,Africa,1968,43.65,3370788,423
1431,Burundi蒲隆地,Africa,1970,43.85,3450385,444
1433,Burundi蒲隆地,Africa,1972,44.06,3529983,464
1435,Burundi蒲隆地,Africa,1974,44.8,3651756,501
1437,Burundi蒲隆地,Africa,1976,45.54,3773529,538
1439,Burundi蒲隆地,Africa,1978,46.22,3983614,557
1441,Burundi蒲隆地,Africa,1980,46.85,4282012,558
1443,Burundi蒲隆地,Africa,1982,47.47,4580410,560
1445,Burundi蒲隆地,Africa,1984,47.77,4798655,584
1447,Burundi蒲隆地,Africa,1986,48.06,5016900,609
1449,Burundi蒲隆地,Africa,1988,47.52,5262666,624
1451,Burundi蒲隆地,Africa,1990,46.13,5535951,628
1453,Burundi蒲隆地,Africa,1992,44.74,5809236,632
1455,Burundi蒲隆地,Africa,1994,44.97,5934186,564
1457,Burundi蒲隆地,Africa,1996,45.21,6059135,497
1459,Burundi蒲隆地,Africa,1998,45.73,6301504,460
1461,Burundi蒲隆地,Africa,2000,46.55,6661291,453
1463,Burundi蒲隆地,Africa,2002,47.36,7021078,446
1465,Burundi蒲隆地,Africa,2004,48.25,7568849,440
1467,Burundi蒲隆地,Africa,2006,49.14,8116620,433
1469,Burundi蒲隆地,Africa,2008,55.72,8485537,412
1471,Burundi蒲隆地,Africa,2010,57.23,8675602,375
1473,Burundi蒲隆地,Africa,2012,58.57,9269373,338
1475,Burundi蒲隆地,Africa,2014,59.67,9863144,301
1477,Burundi蒲隆地,Africa,2016,60.53,10506181,264
1479,Burundi蒲隆地,Africa,2018,61.25,11198482,227
1481,Burundi蒲隆地,Africa,2020,61.95,11890784,202
1483,Burundi蒲隆地,Africa,2022,62.64,12667192,210
1485,Burundi蒲隆地,Africa,2024,63.34,13443599,240
1487,Burundi蒲隆地,Africa,2026,64.04,14220007,270
1489,Burundi蒲隆地,Africa,2028,64.74,14996414,300
1491,Burundi蒲隆地,Africa,2030,65.44,15772822,330
1493,Burundi蒲隆地,Africa,2032,66.13,16549230,360
1494,Cambodia柬埔寨,Asia,1950,38.64,4402571,342
1496,Cambodia柬埔寨,Asia,1952,39.42,4693836,368
1498,Cambodia柬埔寨,Asia,1954,40.2,4965209,395
1500,Cambodia柬埔寨,Asia,1956,40.98,5216689,421
1502,Cambodia柬埔寨,Asia,1958,41.78,5474753,447
1504,Cambodia柬埔寨,Asia,1960,42.6,5779186,472
1506,Cambodia柬埔寨,Asia,1962,43.42,6083619,497
1508,Cambodia柬埔寨,Asia,1964,44.22,6434198,508
1510,Cambodia柬埔寨,Asia,1966,45.02,6784777,518
1512,Cambodia柬埔寨,Asia,1968,44.4,7058175,503
1514,Cambodia柬埔寨,Asia,1970,42.36,7254390,462
1516,Cambodia柬埔寨,Asia,1972,40.32,7450606,422
1518,Cambodia柬埔寨,Asia,1974,36.68,7261806,463
1520,Cambodia柬埔寨,Asia,1976,33.04,7073007,504
1522,Cambodia柬埔寨,Asia,1978,35.17,7037383,545
1524,Cambodia柬埔寨,Asia,1980,43.06,7154934,585
1526,Cambodia柬埔寨,Asia,1982,50.96,7272485,624
1528,Cambodia柬埔寨,Asia,1984,52.14,7712207,648
1530,Cambodia柬埔寨,Asia,1986,53.32,8151930,672
1532,Cambodia柬埔寨,Asia,1988,54.29,8727452,684
1534,Cambodia柬埔寨,Asia,1990,55.05,9438773,683
1536,Cambodia柬埔寨,Asia,1992,55.8,10150094,682
1538,Cambodia柬埔寨,Asia,1994,56.1,10803241,703
1540,Cambodia柬埔寨,Asia,1996,56.39,11456388,724
1542,Cambodia柬埔寨,Asia,1998,56.58,12011711,767
1544,Cambodia柬埔寨,Asia,2000,56.66,12469209,831
1546,Cambodia柬埔寨,Asia,2002,56.75,12926707,896
1548,Cambodia柬埔寨,Asia,2004,57.94,13408767,1223
1550,Cambodia柬埔寨,Asia,2006,59.13,13890828,1550
1552,Cambodia柬埔寨,Asia,2008,65.39,14191976,1677
1554,Cambodia柬埔寨,Asia,2010,66.56,14312212,1603
1556,Cambodia柬埔寨,Asia,2012,67.48,14795902,1528
1558,Cambodia柬埔寨,Asia,2014,68.27,15279591,1454
1560,Cambodia柬埔寨,Asia,2016,68.98,15760942,1380
1562,Cambodia柬埔寨,Asia,2018,69.57,16239953,1306
1564,Cambodia柬埔寨,Asia,2020,70.13,16718965,1215
1566,Cambodia柬埔寨,Asia,2022,70.69,17131379,1334
1568,Cambodia柬埔寨,Asia,2024,71.26,17543792,1440
1570,Cambodia柬埔寨,Asia,2026,71.82,17956206,1546
1572,Cambodia柬埔寨,Asia,2028,72.38,18368619,1652
1574,Cambodia柬埔寨,Asia,2030,72.94,18781033,1758
1576,Cambodia柬埔寨,Asia,2032,73.5,19193447,1864
1577,Cameroon喀麥隆,Africa,1950,37.76,4717802,1117
1579,Cameroon喀麥隆,Africa,1952,38.52,5009067,1173
1581,Cameroon喀麥隆,Africa,1954,39.29,5224871,1229
1583,Cameroon喀麥隆,Africa,1956,40.05,5365213,1285
1585,Cameroon喀麥隆,Africa,1958,40.87,5446665,1330
1587,Cameroon喀麥隆,Africa,1960,41.76,5620149,1365
1589,Cameroon喀麥隆,Africa,1962,42.64,5793633,1400
1591,Cameroon喀麥隆,Africa,1964,43.51,6010382,1443
1593,Cameroon喀麥隆,Africa,1966,44.37,6227131,1487
