,country,continent,year,lifeExp,pop,gdpPercap,Two_Letter_Country_Code,iso_alpha,iso_num
6728,Mauritius模里西斯,Africa,1955,55.25,752007,2008,MU,MUS,480
6733,Mauritius模里西斯,Africa,1960,59.38,664536,2331,MU,MUS,480
6738,Mauritius模里西斯,Africa,1965,61.03,753992,2497,MU,MUS,480
6743,Mauritius模里西斯,Africa,1970,62.39,826524,2535,MU,MUS,480
6748,Mauritius模里西斯,Africa,1975,64.14,888349,3257,MU,MUS,480
6753,Mauritius模里西斯,Africa,1980,66.0,960434,3697,MU,MUS,480
6758,Mauritius模里西斯,Africa,1985,67.93,1022414,4345,MU,MUS,480
6763,Mauritius模里西斯,Africa,1990,69.34,1074786,5548,MU,MUS,480
6768,Mauritius模里西斯,Africa,1995,70.34,1128372,6879,MU,MUS,480
6773,Mauritius模里西斯,Africa,2000,71.47,1180051,8383,MU,MUS,480
6778,Mauritius模里西斯,Africa,2005,72.46,1230612,10183,MU,MUS,480
6783,Mauritius模里西斯,Africa,2010,72.97,1247955,10955,MU,MUS,480
6788,Mauritius模里西斯,Africa,2015,74.35,1259456,10952,MU,MUS,480
6793,Mauritius模里西斯,Africa,2020,74.22,1271768,8900,MU,MUS,480
6798,Mauritius模里西斯,Africa,2025,73.73,1272905,14700,MU,MUS,480
6803,Mauritius模里西斯,Africa,2030,73.24,1274041,21200,MU,MUS,480
6806,Mexico墨西哥,Americas,1950,49.03,29748024,3217,MX,MEX,484
6811,Mexico墨西哥,Americas,1955,53.43,32290956,3870,MX,MEX,484
6816,Mexico墨西哥,Americas,1960,57.06,38679110,4402,MX,MEX,484
6821,Mexico墨西哥,Americas,1965,59.39,45245929,5285,MX,MEX,484
6826,Mexico墨西哥,Americas,1970,61.46,52788800,6388,MX,MEX,484
6831,Mexico墨西哥,Americas,1975,63.96,60649703,7329,MX,MEX,484
6836,Mexico墨西哥,Americas,1980,66.46,68488533,8837,MX,MEX,484
6841,Mexico墨西哥,Americas,1985,68.66,76729857,9057,MX,MEX,484
6846,Mexico墨西哥,Americas,1990,70.67,84915615,9159,MX,MEX,484
6851,Mexico墨西哥,Americas,1995,72.78,92781500,9649,MX,MEX,484
6856,Mexico墨西哥,Americas,2000,74.41,99846015,10352,MX,MEX,484
6861,Mexico墨西哥,Americas,2005,75.68,106212505,11484,MX,MEX,484
6866,Mexico墨西哥,Americas,2010,75.07,114092963,11552,MX,MEX,484
6871,Mexico墨西哥,Americas,2015,74.9,121858258,10843,MX,MEX,484
6876,Mexico墨西哥,Americas,2020,75.08,128932753,9800,MX,MEX,484
6881,Mexico墨西哥,Americas,2025,75.31,134904258,10920,MX,MEX,484
6886,Mexico墨西哥,Americas,2030,75.53,140875762,11970,MX,MEX,484
6889,Mongolia蒙古,Asia,1950,41.04,404370,736,MN,MNG,496
6894,Mongolia蒙古,Asia,1955,44.05,1031398,862,MN,MNG,496
6899,Mongolia蒙古,Asia,1960,47.05,959022,999,MN,MNG,496
6904,Mongolia蒙古,Asia,1965,50.05,1093812,1158,MN,MNG,496
6909,Mongolia蒙古,Asia,1970,52.75,1252100,1343,MN,MNG,496
6914,Mongolia蒙古,Asia,1975,54.8,1445000,1557,MN,MNG,496
6919,Mongolia蒙古,Asia,1980,56.69,1664819,1859,MN,MNG,496
6924,Mongolia蒙古,Asia,1985,59.13,1911493,2203,MN,MNG,496
6929,Mongolia蒙古,Asia,1990,60.85,2193734,2006,MN,MNG,496
6934,Mongolia蒙古,Asia,1995,62.68,2422003,1856,MN,MNG,496
6939,Mongolia蒙古,Asia,2000,64.47,2602462,2045,MN,MNG,496
6944,Mongolia蒙古,Asia,2005,66.1,2794170,2714,MN,MNG,496
6949,Mongolia蒙古,Asia,2010,67.38,2719896,3409,MN,MNG,496
6954,Mongolia蒙古,Asia,2015,69.11,2998439,3932,MN,MNG,496
6959,Mongolia蒙古,Asia,2020,70.05,3278290,4584,MN,MNG,496
6964,Mongolia蒙古,Asia,2025,70.95,3497250,5549,MN,MNG,496
6969,Mongolia蒙古,Asia,2030,71.85,3716210,6514,MN,MNG,496
6972,Montenegro蒙特內哥羅(黑山),Europe,1950,58.25,17541,2234,ME,MNE,499
6977,Montenegro蒙特內哥羅(黑山),Europe,1955,60.53,623579,3268,ME,MNE,499
6982,Montenegro蒙特內哥羅(黑山),Europe,1960,62.82,461848,4263,ME,MNE,499
6987,Montenegro蒙特內哥羅(黑山),Europe,1965,65.8,490432,5405,ME,MNE,499
6992,Montenegro蒙特內哥羅(黑山),Europe,1970,69.25,517021,7030,ME,MNE,499
6997,Montenegro蒙特內哥羅(黑山),Europe,1975,72.09,547115,8869,ME,MNE,499
7002,Montenegro蒙特內哥羅(黑山),Europe,1980,73.69,561558,10572,ME,MNE,499
7007,Montenegro蒙特內哥羅(黑山),Europe,1985,74.56,566703,11529,ME,MNE,499
7012,Montenegro蒙特內哥羅(黑山),Europe,1990,75.21,600762,8895,ME,MNE,499
7017,Montenegro蒙特內哥羅(黑山),Europe,1995,75.44,664239,6681,ME,MNE,499
7022,Montenegro蒙特內哥羅(黑山),Europe,2000,74.57,709198,6521,ME,MNE,499
7027,Montenegro蒙特內哥羅(黑山),Europe,2005,74.32,698934,8175,ME,MNE,499
7032,Montenegro蒙特內哥羅(黑山),Europe,2010,75.15,624275,9077,ME,MNE,499
7037,Montenegro蒙特內哥羅(黑山),Europe,2015,76.45,626956,8782,ME,MNE,499
7042,Montenegro蒙特內哥羅(黑山),Europe,2020,76.98,628066,7500,ME,MNE,499
7047,Montenegro蒙特內哥羅(黑山),Europe,2025,77.49,626063,9200,ME,MNE,499
7052,Montenegro蒙特內哥羅(黑山),Europe,2030,78.01,624059,10700,ME,MNE,499
7055,Morocco摩洛哥,Africa,1950,41.85,9542924,1707,MA,MAR,504
7060,Morocco摩洛哥,Africa,1955,44.4,10724217,1660,MA,MAR,504
7065,Morocco摩洛哥,Africa,1960,46.92,12396502,1597,MA,MAR,504
7070,Morocco摩洛哥,Africa,1965,49.37,14084819,1653,MA,MAR,504
7075,Morocco摩洛哥,Africa,1970,51.85,15904520,1843,MA,MAR,504
7080,Morocco摩洛哥,Africa,1975,54.58,17702433,2194,MA,MAR,504
7085,Morocco摩洛哥,Africa,1980,58.08,19478014,2570,MA,MAR,504
7090,Morocco摩洛哥,Africa,1985,61.47,21871930,2734,MA,MAR,504
7095,Morocco摩洛哥,Africa,1990,64.31,24673902,2871,MA,MAR,504
7100,Morocco摩洛哥,Africa,1995,66.75,27436996,2968,MA,MAR,504
7105,Morocco摩洛哥,Africa,2000,68.83,30112470,3148,MA,MAR,504
7110,Morocco摩洛哥,Africa,2005,70.54,32721418,3596,MA,MAR,504
7115,Morocco摩洛哥,Africa,2010,74.38,32343389,3714,MA,MAR,504
7120,Morocco摩洛哥,Africa,2015,75.73,34663603,3537,MA,MAR,504
7125,Morocco摩洛哥,Africa,2020,76.92,36910560,3150,MA,MAR,504
7130,Morocco摩洛哥,Africa,2025,78.1,38898928,3680,MA,MAR,504
7135,Morocco摩洛哥,Africa,2030,79.27,40887295,4230,MA,MAR,504
7138,Mozambique莫三比克,Africa,1950,30.29,6050023,458,MZ,MOZ,508
7143,Mozambique莫三比克,Africa,1955,32.78,6881150,485,MZ,MOZ,508
7148,Mozambique莫三比克,Africa,1960,35.21,7488580,532,MZ,MOZ,508
7153,Mozambique莫三比克,Africa,1965,37.33,8324123,563,MZ,MOZ,508
7158,Mozambique莫三比克,Africa,1970,39.44,9358121,662,MZ,MOZ,508
7163,Mozambique莫三比克,Africa,1975,41.63,10600559,591,MZ,MOZ,508
7168,Mozambique莫三比克,Africa,1980,42.68,12003481,478,MZ,MOZ,508
7173,Mozambique莫三比克,Africa,1985,42.83,12770060,419,MZ,MOZ,508
7178,Mozambique莫三比克,Africa,1990,43.71,13053219,402,MZ,MOZ,508
7183,Mozambique莫三比克,Africa,1995,45.52,15226293,448,MZ,MOZ,508
7188,Mozambique莫三比克,Africa,2000,44.95,17725602,569,MZ,MOZ,508
7193,Mozambique莫三比克,Africa,2005,42.86,19360506,748,MZ,MOZ,508
7198,Mozambique莫三比克,Africa,2010,52.31,23531845,765,MZ,MOZ,508
7203,Mozambique莫三比克,Africa,2015,57.21,27042002,666,MZ,MOZ,508
7208,Mozambique莫三比克,Africa,2020,61.87,31255435,520,MZ,MOZ,508
7213,Mozambique莫三比克,Africa,2025,66.14,36220135,635,MZ,MOZ,508
7218,Mozambique莫三比克,Africa,2030,70.41,41184834,735,MZ,MOZ,508
7221,Myanmar緬甸,Asia,1950,34.08,19696703,323,MM,MMR,104
7226,Myanmar緬甸,Asia,1955,39.67,20946682,342,MM,MMR,104
7231,Myanmar緬甸,Asia,1960,43.83,22873399,373,MM,MMR,104
7236,Myanmar緬甸,Asia,1965,47.67,24975937,365,MM,MMR,104
7241,Myanmar緬甸,Asia,1970,51.59,27427942,354,MM,MMR,104
7246,Myanmar緬甸,Asia,1975,54.86,30303408,365,MM,MMR,104
7251,Myanmar緬甸,Asia,1980,57.26,33419500,403,MM,MMR,104
7256,Myanmar緬甸,Asia,1985,58.23,36689324,401,MM,MMR,104
7261,Myanmar緬甸,Asia,1990,58.93,39539354,362,MM,MMR,104
7266,Myanmar緬甸,Asia,1995,59.92,42167335,388,MM,MMR,104
7271,Myanmar緬甸,Asia,2000,60.08,44657995,533,MM,MMR,104
7276,Myanmar緬甸,Asia,2005,61.2,46896420,811,MM,MMR,104
7281,Myanmar緬甸,Asia,2010,63.53,50600818,1110,MM,MMR,104
7286,Myanmar緬甸,Asia,2015,65.81,52680726,1387,MM,MMR,104
7291,Myanmar緬甸,Asia,2020,67.49,54409800,1580,MM,MMR,104
7296,Myanmar緬甸,Asia,2025,69.03,56444147,1950,MM,MMR,104
7301,Myanmar緬甸,Asia,2030,70.58,58478494,2350,MM,MMR,104
7304,Namibia納米比亞,Africa,1950,40.32,89538,2345,,NAM,516
7309,Namibia納米比亞,Africa,1955,43.83,708877,2542,,NAM,516
7314,Namibia納米比亞,Africa,1960,47.12,592067,2953,,NAM,516
7319,Namibia納米比亞,Africa,1965,50.05,672541,3546,,NAM,516
7324,Namibia納米比亞,Africa,1970,52.78,775725,3765,,NAM,516
7329,Namibia納米比亞,Africa,1975,55.41,914928,3824,,NAM,516
7334,Namibia納米比亞,Africa,1980,57.96,1050216,4065,,NAM,516
7339,Namibia納米比亞,Africa,1985,60.09,1206514,3893,,NAM,516
7344,Namibia納米比亞,Africa,1990,61.53,1443825,3760,,NAM,516
7349,Namibia納米比亞,Africa,1995,60.15,1686561,3862,,NAM,516
7354,Namibia納米比亞,Africa,2000,54.45,1893198,4003,,NAM,516
7359,Namibia納米比亞,Africa,2005,52.34,2021909,4516,,NAM,516
7364,Namibia納米比亞,Africa,2010,56.67,2118874,5050,,NAM,516
7369,Namibia納米比亞,Africa,2015,62.12,2314904,5448,,NAM,516
7374,Namibia納米比亞,Africa,2020,64.08,2540905,5200,,NAM,516
7379,Namibia納米比亞,Africa,2025,65.84,2775888,7000,,NAM,516
7384,Namibia納米比亞,Africa,2030,67.6,3010871,9750,,NAM,516
7387,Nepal尼泊爾,Asia,1950,35.55,8786243,525,NP,NPL,524
7392,Nepal尼泊爾,Asia,1955,37.07,9580603,577,NP,NPL,524
7397,Nepal尼泊爾,Asia,1960,38.71,10072169,631,NP,NPL,524
7402,Nepal尼泊爾,Asia,1965,40.64,10889837,667,NP,NPL,524
7407,Nepal尼泊爾,Asia,1970,42.97,11952232,675,NP,NPL,524
7412,Nepal尼泊爾,Asia,1975,45.64,13324956,686,NP,NPL,524
7417,Nepal尼泊爾,Asia,1980,48.46,15051068,709,NP,NPL,524
7422,Nepal尼泊爾,Asia,1985,51.36,17068834,753,NP,NPL,524
7427,Nepal尼泊爾,Asia,1990,54.45,19362597,849,NP,NPL,524
7432,Nepal尼泊爾,Asia,1995,57.95,21931151,966,NP,NPL,524
7437,Nepal尼泊爾,Asia,2000,60.57,24724795,1039,NP,NPL,524
7442,Nepal尼泊爾,Asia,2005,62.81,27690641,1078,NP,NPL,524
7447,Nepal尼泊爾,Asia,2010,67.61,27013212,1033,NP,NPL,524
7452,Nepal尼泊爾,Asia,2015,69.52,27015031,936,NP,NPL,524
7457,Nepal尼泊爾,Asia,2020,71.1,29136808,830,NP,NPL,524
7462,Nepal尼泊爾,Asia,2025,72.64,31263172,1070,NP,NPL,524
7467,Nepal尼泊爾,Asia,2030,74.19,33389536,1320,NP,NPL,524
7470,Netherlands荷蘭,Europe,1950,71.79,9985695,8008,NL,NLD,528
7475,Netherlands荷蘭,Europe,1955,72.65,10837893,10342,NL,NLD,528
7480,Netherlands荷蘭,Europe,1960,73.13,11493967,12185,NL,NLD,528
7485,Netherlands荷蘭,Europe,1965,73.58,12280369,14334,NL,NLD,528
7490,Netherlands荷蘭,Europe,1970,73.78,13036653,17422,NL,NLD,528
7495,Netherlands荷蘭,Europe,1975,74.64,13643743,20243,NL,NLD,528
7500,Netherlands荷蘭,Europe,1980,75.73,14127436,21323,NL,NLD,528
7505,Netherlands荷蘭,Europe,1985,76.52,14523327,22751,NL,NLD,528
7510,Netherlands荷蘭,Europe,1990,77.18,14970658,25535,NL,NLD,528
7515,Netherlands荷蘭,Europe,1995,77.79,15432376,28864,NL,NLD,528
7520,Netherlands荷蘭,Europe,2000,78.33,15915484,32333,NL,NLD,528
7525,Netherlands荷蘭,Europe,2005,79.27,16391500,35569,NL,NLD,528
7530,Netherlands荷蘭,Europe,2010,80.7,16682917,41521,NL,NLD,528
7535,Netherlands荷蘭,Europe,2015,81.51,16938499,49393,NL,NLD,528
7540,Netherlands荷蘭,Europe,2020,81.91,17134872,52900,NL,NLD,528
7545,Netherlands荷蘭,Europe,2025,82.17,17292597,59000,NL,NLD,528
7550,Netherlands荷蘭,Europe,2030,82.43,17450322,65500,NL,NLD,528
7553,New Zealand紐西蘭(奧特亞羅瓦),Oceania,1950,69.04,1598501,9880,NZ,NZL,554
7558,New Zealand紐西蘭(奧特亞羅瓦),Oceania,1955,69.91,2286786,11571,NZ,NZL,554
7563,New Zealand紐西蘭(奧特亞羅瓦),Oceania,1960,70.85,2384893,12804,NZ,NZL,554
7568,New Zealand紐西蘭(奧特亞羅瓦),Oceania,1965,71.41,2632310,13949,NZ,NZL,554
7573,New Zealand紐西蘭(奧特亞羅瓦),Oceania,1970,71.74,2848720,15413,NZ,NZL,554
7578,New Zealand紐西蘭(奧特亞羅瓦),Oceania,1975,72.09,3070580,16159,NZ,NZL,554
7583,New Zealand紐西蘭(奧特亞羅瓦),Oceania,1980,73.19,3192350,17073,NZ,NZL,554
7588,New Zealand紐西蘭(奧特亞羅瓦),Oceania,1985,74.13,3274560,18457,NZ,NZL,554
7593,New Zealand紐西蘭(奧特亞羅瓦),Oceania,1990,75.53,3389471,18621,NZ,NZL,554
7598,New Zealand紐西蘭(奧特亞羅瓦),Oceania,1995,77.06,3580782,19976,NZ,NZL,554
7603,New Zealand紐西蘭(奧特亞羅瓦),Oceania,2000,78.49,3815297,22334,NZ,NZL,554
7608,New Zealand紐西蘭(奧特亞羅瓦),Oceania,2005,79.77,4032677,24387,NZ,NZL,554
7613,New Zealand紐西蘭(奧特亞羅瓦),Oceania,2010,80.7,4370062,28637,NZ,NZL,554
7618,New Zealand紐西蘭(奧特亞羅瓦),Oceania,2015,81.46,4614532,34390,NZ,NZL,554
7623,New Zealand紐西蘭(奧特亞羅瓦),Oceania,2020,82.26,4822233,37300,NZ,NZL,554
7628,New Zealand紐西蘭(奧特亞羅瓦),Oceania,2025,83.26,4997598,41200,NZ,NZL,554
7633,New Zealand紐西蘭(奧特亞羅瓦),Oceania,2030,84.26,5172962,45200,NZ,NZL,554
7636,Nicaragua尼加拉瓜,Americas,1950,41.07,769497,2974,NI,NIC,558
7641,Nicaragua尼加拉瓜,Americas,1955,44.18,1441152,3319,NI,NIC,558
7646,Nicaragua尼加拉瓜,Americas,1960,47.35,1497889,3564,NI,NIC,558
7651,Nicaragua尼加拉瓜,Americas,1965,50.58,1755533,4240,NI,NIC,558
7656,Nicaragua尼加拉瓜,Americas,1970,53.84,2055941,4671,NI,NIC,558
7661,Nicaragua尼加拉瓜,Americas,1975,56.54,2405922,5167,NI,NIC,558
7666,Nicaragua尼加拉瓜,Americas,1980,58.57,2809493,4277,NI,NIC,558
7671,Nicaragua尼加拉瓜,Americas,1985,60.92,3198381,3162,NI,NIC,558
7676,Nicaragua尼加拉瓜,Americas,1990,64.31,3748505,2484,NI,NIC,558
7681,Nicaragua尼加拉瓜,Americas,1995,67.39,4372919,2220,NI,NIC,558
7686,Nicaragua尼加拉瓜,Americas,2000,69.87,4931938,2386,NI,NIC,558
7691,Nicaragua尼加拉瓜,Americas,2005,72.07,5463953,2639,NI,NIC,558
7696,Nicaragua尼加拉瓜,Americas,2010,72.43,5824065,2503,NI,NIC,558
7701,Nicaragua尼加拉瓜,Americas,2015,73.65,6223240,2092,NI,NIC,558
7706,Nicaragua尼加拉瓜,Americas,2020,74.69,6624554,1610,NI,NIC,558
7711,Nicaragua尼加拉瓜,Americas,2025,75.72,7008218,2040,NI,NIC,558
7716,Nicaragua尼加拉瓜,Americas,2030,76.76,7391881,2690,NI,NIC,558
7719,Niger尼日,Africa,1950,36.98,2983175,732,NE,NER,562
7724,Niger尼日,Africa,1955,38.14,3702701,806,NE,NER,562
7729,Niger尼日,Africa,1960,39.13,3922478,933,NE,NER,562
7734,Niger尼日,Africa,1965,39.87,4350840,1032,NE,NER,562
7739,Niger尼日,Africa,1970,40.37,4849782,994,NE,NER,562
7744,Niger尼日,Africa,1975,40.99,5433356,867,NE,NER,562
7749,Niger尼日,Africa,1980,42.1,6135147,869,NE,NER,562
7754,Niger尼日,Africa,1985,43.8,6974458,765,NE,NER,562
7759,Niger尼日,Africa,1990,46.3,7968746,616,NE,NER,562
7764,Niger尼日,Africa,1995,49.7,9156878,581,NE,NER,562
7769,Niger尼日,Africa,2000,53.2,10550894,593,NE,NER,562
7774,Niger尼日,Africa,2005,55.9,12193181,612,NE,NER,562
7779,Niger尼日,Africa,2010,57.3,16464025,604,NE,NER,562
7784,Niger尼日,Africa,2015,60.6,20001663,579,NE,NER,562
7789,Niger尼日,Africa,2020,62.9,24206644,485,NE,NER,562
7794,Niger尼日,Africa,2025,65.0,29526332,670,NE,NER,562
7799,Niger尼日,Africa,2030,67.1,34846020,845,NE,NER,562
7802,Nigeria奈及利亞,Africa,1950,35.7,32722803,1068,NG,NGA,566
7807,Nigeria奈及利亞,Africa,1955,37.2,34938940,1091,NG,NGA,566
7812,Nigeria奈及利亞,Africa,1960,38.7,39992147,1131,NG,NGA,566
7817,Nigeria奈及利亞,Africa,1965,40.4,45121192,1069,NG,NGA,566
7822,Nigeria奈及利亞,Africa,1970,42.1,51159152,1425,NG,NGA,566
7827,Nigeria奈及利亞,Africa,1975,43.8,58821538,1869,NG,NGA,566
7832,Nigeria奈及利亞,Africa,1980,45.3,68707295,1739,NG,NGA,566
7837,Nigeria奈及利亞,Africa,1985,46.5,78146662,1462,NG,NGA,566
7842,Nigeria奈及利亞,Africa,1990,47.2,88639154,1526,NG,NGA,566
7847,Nigeria奈及利亞,Africa,1995,47.5,101070401,1623,NG,NGA,566
7852,Nigeria奈及利亞,Africa,2000,47.0,114423900,1619,NG,NGA,566
7857,Nigeria奈及利亞,Africa,2005,46.8,128979208,1855,NG,NGA,566
7862,Nigeria奈及利亞,Africa,2010,50.9,158503197,2107,NG,NGA,566
7867,Nigeria奈及利亞,Africa,2015,53.1,181137448,2263,NG,NGA,566
7872,Nigeria奈及利亞,Africa,2020,55.1,206139589,2250,NG,NGA,566
7877,Nigeria奈及利亞,Africa,2025,57.0,234558463,2900,NG,NGA,566
7882,Nigeria奈及利亞,Africa,2030,58.9,262977337,3650,NG,NGA,566
7885,Norway挪威,Europe,1950,72.4,2931435,9472,NO,NOR,578
7890,Norway挪威,Europe,1955,73.1,3591559,11031,NO,NOR,578
7895,Norway挪威,Europe,1960,73.5,3580127,12732,NO,NOR,578
7900,Norway挪威,Europe,1965,73.8,3727179,15197,NO,NOR,578
7905,Norway挪威,Europe,1970,74.2,3874210,17924,NO,NOR,578
7910,Norway挪威,Europe,1975,75.0,3999125,21573,NO,NOR,578
7915,Norway挪威,Europe,1980,75.7,4086154,25104,NO,NOR,578
7920,Norway挪威,Europe,1985,75.9,4157603,29444,NO,NOR,578
7925,Norway挪威,Europe,1990,76.8,4246273,32996,NO,NOR,578
7930,Norway挪威,Europe,1995,77.9,4357946,38356,NO,NOR,578
7935,Norway挪威,Europe,2000,78.8,4483623,43324,NO,NOR,578
7940,Norway挪威,Europe,2005,79.7,4590992,47488,NO,NOR,578
7945,Norway挪威,Europe,2010,81.0,4885878,60157,NO,NOR,578
7950,Norway挪威,Europe,2015,82.3,5199836,78157,NO,NOR,578
7955,Norway挪威,Europe,2020,83.1,5421241,89000,NO,NOR,578
7960,Norway挪威,Europe,2025,83.8,5648577,94100,NO,NOR,578
7965,Norway挪威,Europe,2030,84.5,5875913,98600,NO,NOR,578
7968,Oman阿曼,Asia,1950,36.6,111540,1662,OM,OMN,512
7973,Oman阿曼,Asia,1955,39.1,727637,2077,OM,OMN,512
7978,Oman阿曼,Asia,1960,41.9,601689,2652,OM,OMN,512
7983,Oman阿曼,Asia,1965,45.5,680131,4002,OM,OMN,512
7988,Oman阿曼,Asia,1970,50.1,783340,8259,OM,OMN,512
7993,Oman阿曼,Asia,1975,55.3,934340,11356,OM,OMN,512
7998,Oman阿曼,Asia,1980,60.6,1182442,12512,OM,OMN,512
8003,Oman阿曼,Asia,1985,65.7,1476748,16051,OM,OMN,512
8008,Oman阿曼,Asia,1990,69.8,1786678,18416,OM,OMN,512
8013,Oman阿曼,Asia,1995,72.0,2136264,19268,OM,OMN,512
8018,Oman阿曼,Asia,2000,73.5,2541531,19746,OM,OMN,512
8023,Oman阿曼,Asia,2005,75.1,3008323,21300,OM,OMN,512
8028,Oman阿曼,Asia,2010,75.7,3041434,20485,OM,OMN,512
8033,Oman阿曼,Asia,2015,76.9,4267348,17434,OM,OMN,512
8038,Oman阿曼,Asia,2020,78.1,5106626,14430,OM,OMN,512
8043,Oman阿曼,Asia,2025,79.3,5521354,16755,OM,OMN,512
8048,Oman阿曼,Asia,2030,80.5,5936081,19430,OM,OMN,512
8051,Pakistan巴基斯坦,Asia,1950,42.6,40950267,660,PK,PAK,586
8056,Pakistan巴基斯坦,Asia,1955,44.7,43678060,722,PK,PAK,586
8061,Pakistan巴基斯坦,Asia,1960,46.8,50532380,781,PK,PAK,586
8066,Pakistan巴基斯坦,Asia,1965,49.0,57625408,887,PK,PAK,586
8071,Pakistan巴基斯坦,Asia,1970,51.1,65852312,1007,PK,PAK,586
8076,Pakistan巴基斯坦,Asia,1975,53.2,74621980,1126,PK,PAK,586
8081,Pakistan巴基斯坦,Asia,1980,55.3,86138327,1336,PK,PAK,586
8086,Pakistan巴基斯坦,Asia,1985,57.4,99696964,1600,PK,PAK,586
8091,Pakistan巴基斯坦,Asia,1990,59.8,114113755,1865,PK,PAK,586
8096,Pakistan巴基斯坦,Asia,1995,61.4,129364902,2018,PK,PAK,586
8101,Pakistan巴基斯坦,Asia,2000,62.9,146268048,2075,PK,PAK,586
8106,Pakistan巴基斯坦,Asia,2005,64.7,162923780,2401,PK,PAK,586
8111,Pakistan巴基斯坦,Asia,2010,65.3,179424641,2251,PK,PAK,586
8116,Pakistan巴基斯坦,Asia,2015,66.6,199426964,1659,PK,PAK,586
8121,Pakistan巴基斯坦,Asia,2020,67.5,220892340,1130,PK,PAK,586
8126,Pakistan巴基斯坦,Asia,2025,68.3,241925567,1430,PK,PAK,586
8131,Pakistan巴基斯坦,Asia,2030,69.1,262958794,1730,PK,PAK,586
8134,Panama巴拿馬,Americas,1950,53.6,543787,2288,PA,PAN,591
8139,Panama巴拿馬,Americas,1955,57.6,1187597,2769,PA,PAN,591
8144,Panama巴拿馬,Americas,1960,60.8,1154837,3307,PA,PAN,591
8149,Panama巴拿馬,Americas,1965,63.2,1329582,4067,PA,PAN,591
8154,Panama巴拿馬,Americas,1970,65.4,1532025,4987,PA,PAN,591
8159,Panama巴拿馬,Americas,1975,67.7,1750423,5357,PA,PAN,591
8164,Panama巴拿馬,Americas,1980,69.8,1957696,6347,PA,PAN,591
8169,Panama巴拿馬,Americas,1985,71.1,2166705,7025,PA,PAN,591
8174,Panama巴拿馬,Americas,1990,72.1,2392454,6785,PA,PAN,591
8179,Panama巴拿馬,Americas,1995,73.2,2634717,6916,PA,PAN,591
8184,Panama巴拿馬,Americas,2000,74.3,2888337,7259,PA,PAN,591
8189,Panama巴拿馬,Americas,2005,75.2,3141654,8828,PA,PAN,591
8194,Panama巴拿馬,Americas,2010,76.8,3642687,10334,PA,PAN,591
8199,Panama巴拿馬,Americas,2015,77.8,3968487,11210,PA,PAN,591
8204,Panama巴拿馬,Americas,2020,78.7,4314767,11400,PA,PAN,591
8209,Panama巴拿馬,Americas,2025,79.6,4621190,12600,PA,PAN,591
8214,Panama巴拿馬,Americas,2030,80.5,4927612,13600,PA,PAN,591
8217,Paraguay巴拉圭,Americas,1950,62.4,1159583,1915,PY,PRY,600
8222,Paraguay巴拉圭,Americas,1955,63.0,1840033,2009,PY,PRY,600
8227,Paraguay巴拉圭,Americas,1960,63.9,1914249,2107,PY,PRY,600
8232,Paraguay巴拉圭,Americas,1965,64.7,2176716,2239,PY,PRY,600
8237,Paraguay巴拉圭,Americas,1970,65.5,2483656,2434,PY,PRY,600
8242,Paraguay巴拉圭,Americas,1975,66.1,2836338,2958,PY,PRY,600
8247,Paraguay巴拉圭,Americas,1980,66.7,3213661,3854,PY,PRY,600
8252,Paraguay巴拉圭,Americas,1985,67.2,3678483,4103,PY,PRY,600
8257,Paraguay巴拉圭,Americas,1990,67.9,4244972,4117,PY,PRY,600
8262,Paraguay巴拉圭,Americas,1995,68.9,4886052,4227,PY,PRY,600
8267,Paraguay巴拉圭,Americas,2000,70.2,5592344,3969,PY,PRY,600
8272,Paraguay巴拉圭,Americas,2005,71.4,6354085,4017,PY,PRY,600
8277,Paraguay巴拉圭,Americas,2010,72.7,6248020,4457,PY,PRY,600
8282,Paraguay巴拉圭,Americas,2015,73.7,6688746,4931,PY,PRY,600
8287,Paraguay巴拉圭,Americas,2020,74.4,7132538,5150,PY,PRY,600
8292,Paraguay巴拉圭,Americas,2025,75.1,7541255,5620,PY,PRY,600
8297,Paraguay巴拉圭,Americas,2030,75.8,7949971,6020,PY,PRY,600
8300,Peru秘魯,Americas,1950,43.0,7629407,3564,PE,PER,604
8305,Peru秘魯,Americas,1955,45.3,8672007,4051,PE,PER,604
8310,Peru秘魯,Americas,1960,48.0,9968340,4672,PE,PER,604
8315,Peru秘魯,Americas,1965,50.5,11485920,5456,PE,PER,604
8320,Peru秘魯,Americas,1970,53.9,13225700,5878,PE,PER,604
8325,Peru秘魯,Americas,1975,57.3,15175939,6144,PE,PER,604
8330,Peru秘魯,Americas,1980,60.2,17271117,6373,PE,PER,604
8335,Peru秘魯,Americas,1985,63.0,19367606,6390,PE,PER,604
8340,Peru秘魯,Americas,1990,65.5,21536639,5212,PE,PER,604
8345,Peru秘魯,Americas,1995,67.6,23821053,5282,PE,PER,604
8350,Peru秘魯,Americas,2000,69.3,25960910,5881,PE,PER,604
8355,Peru秘魯,Americas,2005,70.8,27912629,6809,PE,PER,604
8360,Peru秘魯,Americas,2010,74.4,29027674,7178,PE,PER,604
8365,Peru秘魯,Americas,2015,75.8,30470734,6794,PE,PER,604
8370,Peru秘魯,Americas,2020,77.0,32971854,6190,PE,PER,604
8375,Peru秘魯,Americas,2025,78.1,34501223,6700,PE,PER,604
8380,Peru秘魯,Americas,2030,79.3,36030592,7200,PE,PER,604
